3.443646057,3.641323186,3.836160572,3.827530351
3.042047159,2.841608761,3.351849275,4.018687228
4.378809011,3.364238416,3.978673974,3.531191653
3.215610565,3.62465528,4.352326692,4.765479865
4.475644922,4.068684764,3.360675528,4.683255532
3.148916053,5.078016168,3.235418285,3.464175428
4.508069741,4.787955799,2.865684819,3.93758052
5.045919509,2.865738332,3.286997869,3.654642941
3.838290779,4.771762988,4.436461293,3.692561053
4.553744545,4.1068749296666,2.849135749,3.769218645
3.859218036,4.58032937,3.745913105,3.045957141
5.211663278,4.254940358,3.2088502726667,4.360482289
3.006112459,3.498261388,4.48661382,3.261826968
3.024370059,5.011204476,4.712812359,4.259172877
5.730292201,3.819671983,2.896909749,3.426001737
3.05262794,4.66503021,3.931626012,3.243756501
