6,7,7,6
6,6,5,6
7,10,6,6
6,6,6,9
6,8,5,9
5,9,5,5
8,7,5,6
5,6,6,5
7,9,12,9
5,10,9,5
6,5,5,5
5,5,5,5
5,5,7,5
7,5,5,5
7,6,5,5
5,7,5,5
